District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
Kolhapur,Black,100,60,105,7.5,1500,25,DAP
Kolhapur,Black,75,50,110,6.5,1000,30,DAP
Kolhapur,Black,80,50,110,6.5,1000,30,DAP
Kolhapur,Black,85,50,110,6.5,1000,30,DAP
Kolhapur,Black,90,50,110,6.5,1000,30,DAP
Kolhapur,Black,95,50,110,6.5,1000,30,DAP
Kolhapur,Black,100,50,110,6.5,1000,30,DAP
Kolhapur,Black,75,55,115,7.0,1100,35,DAP
Kolhapur,Black,80,55,115,7.0,1100,35,DAP
Kolhapur,Black,85,55,115,7.0,1100,35,DAP
Kolhapur,Black,90,55,115,7.0,1100,35,DAP
Kolhapur,Black,95,55,115,7.0,1100,35,DAP
Kolhapur,Black,100,55,115,7.0,1100,35,DAP
Kolhapur,Black,75,60,100,7.5,1200,20,MOP
Kolhapur,Black,80,60,100,7.5,1200,20,MOP
Kolhapur,Black,85,60,100,7.5,1200,20,MOP
Kolhapur,Black,90,60,100,7.5,1200,20,MOP
Kolhapur,Black,95,60,100,7.5,1200,20,MOP
Kolhapur,Black,100,60,100,7.5,1200,20,MOP
Kolhapur,Black,75,50,105,6.5,1300,25,MOP
Kolhapur,Black,80,50,105,6.5,1300,25,MOP
Kolhapur,Black,85,50,105,6.5,1300,25,MOP
Kolhapur,Black,90,50,105,6.5,1300,25,MOP
Kolhapur,Black,95,50,105,6.5,1300,25,MOP
Kolhapur,Black,100,50,105,6.5,1300,25,MOP
Kolhapur,Black,75,55,110,7.0,1400,30,MOP
Kolhapur,Black,80,55,110,7.0,1400,30,MOP
Kolhapur,Black,85,55,110,7.0,1400,30,MOP
Kolhapur,Black,90,55,110,7.0,1400,30,MOP
Kolhapur,Black,95,55,110,7.0,1400,30,MOP
Kolhapur,Black,100,55,110,7.0,1400,30,MOP
Kolhapur,Black,75,60,115,7.5,1500,35,MOP
Kolhapur,Black,80,60,115,7.5,1500,35,MOP
Kolhapur,Black,85,60,115,7.5,1500,35,MOP
Kolhapur,Black,90,60,115,7.5,1500,35,MOP
Kolhapur,Black,95,60,115,7.5,1500,35,MOP
Kolhapur,Black,100,60,115,7.5,1500,35,MOP
Kolhapur,Black,20,25,25,6.5,600,25,10:26:26 NPK
Kolhapur,Black,25,25,25,6.5,600,25,10:26:26 NPK
Kolhapur,Black,30,25,25,6.5,600,25,10:26:26 NPK
Kolhapur,Black,35,25,25,6.5,600,25,10:26:26 NPK
Kolhapur,Black,40,25,25,6.5,600,25,10:26:26 NPK
Kolhapur,Black,20,30,30,7.0,700,30,10:26:26 NPK
Kolhapur,Black,25,30,30,7.0,700,30,10:26:26 NPK
Kolhapur,Black,30,30,30,7.0,700,30,10:26:26 NPK
Kolhapur,Black,35,30,30,7.0,700,30,10:26:26 NPK
Kolhapur,Black,40,30,30,7.0,700,30,10:26:26 NPK
Kolhapur,Black,20,35,35,7.5,800,25,10:26:26 NPK
Kolhapur,Black,25,35,35,7.5,800,25,10:26:26 NPK
Kolhapur,Black,30,35,35,7.5,800,25,10:26:26 NPK
Kolhapur,Black,35,35,35,7.5,800,25,10:26:26 NPK
Kolhapur,Black,40,35,35,7.5,800,25,10:26:26 NPK
Kolhapur,Black,20,25,40,6.5,600,30,10:26:26 NPK
Kolhapur,Black,25,25,40,6.5,600,30,10:26:26 NPK
Kolhapur,Black,30,25,40,6.5,600,30,10:26:26 NPK
Kolhapur,Black,35,25,40,6.5,600,30,10:26:26 NPK
Kolhapur,Black,40,25,40,6.5,600,30,10:26:26 NPK
Kolhapur,Black,20,30,25,7.0,700,25,Urea
Kolhapur,Black,25,30,25,7.0,700,25,Urea
Kolhapur,Black,30,30,25,7.0,700,25,Urea
Kolhapur,Black,35,30,25,7.0,700,25,Urea
Kolhapur,Black,40,30,25,7.0,700,25,Urea
Kolhapur,Black,20,35,30,7.5,800,30,Urea
Kolhapur,Black,25,35,30,7.5,800,30,Urea
Kolhapur,Black,30,35,30,7.5,800,30,Urea
Kolhapur,Black,35,35,30,7.5,800,30,Urea
Kolhapur,Black,40,35,30,7.5,800,30,Urea
Kolhapur,Black,20,25,35,6.5,600,25,Urea
Kolhapur,Black,25,25,35,6.5,600,25,Urea
Kolhapur,Black,30,25,35,6.5,600,25,Urea
Kolhapur,Black,35,25,35,6.5,600,25,Urea
Kolhapur,Black,40,25,35,6.5,600,25,Urea
Kolhapur,Black,20,30,40,7.0,700,30,Urea
Kolhapur,Black,25,30,40,7.0,700,30,Urea
Kolhapur,Black,30,30,40,7.0,700,30,Urea
Kolhapur,Black,35,30,40,7.0,700,30,Urea
Kolhapur,Black,40,30,40,7.0,700,30,Urea
Kolhapur,Black,20,35,25,7.5,800,25,SSP
Kolhapur,Black,25,35,25,7.5,800,25,SSP
Kolhapur,Black,30,35,25,7.5,800,25,SSP
Kolhapur,Black,35,35,25,7.5,800,25,SSP
Kolhapur,Black,40,35,25,7.5,800,25,SSP
Kolhapur,Black,20,25,30,6.5,600,30,SSP
Kolhapur,Black,25,25,30,6.5,600,30,SSP
Kolhapur,Black,30,25,30,6.5,600,30,SSP
Kolhapur,Black,35,25,30,6.5,600,30,SSP
Kolhapur,Black,40,25,30,6.5,600,30,SSP
Kolhapur,Black,20,30,35,7.0,700,25,SSP
Kolhapur,Black,25,30,35,7.0,700,25,SSP
Kolhapur,Black,30,30,35,7.0,700,25,SSP
Kolhapur,Black,35,30,35,7.0,700,25,SSP
Kolhapur,Black,40,30,35,7.0,700,25,SSP
Kolhapur,Black,20,35,40,7.5,800,30,SSP
Kolhapur,Black,25,35,40,7.5,800,30,SSP
Kolhapur,Black,30,35,40,7.5,800,30,SSP
Kolhapur,Black,35,35,40,7.5,800,30,SSP
Kolhapur,Black,40,35,40,7.5,800,30,SSP
Kolhapur,Black,40,20,20,6.0,600,25,10:26:26 NPK
Kolhapur,Black,45,20,20,6.0,600,25,10:26:26 NPK
Kolhapur,Black,50,20,20,6.0,600,25,10:26:26 NPK
Kolhapur,Black,40,25,25,6.5,700,30,10:26:26 NPK
Kolhapur,Black,45,25,25,6.5,700,30,10:26:26 NPK
Kolhapur,Black,50,25,25,6.5,700,30,10:26:26 NPK
Kolhapur,Black,40,20,25,7.0,800,25,10:26:26 NPK
Kolhapur,Black,45,20,25,7.0,800,25,10:26:26 NPK
Kolhapur,Black,50,20,25,7.0,800,25,10:26:26 NPK
Kolhapur,Black,40,25,20,7.5,600,30,10:26:26 NPK
Kolhapur,Black,45,25,20,7.5,600,30,10:26:26 NPK
Kolhapur,Black,50,25,20,7.5,600,30,10:26:26 NPK
Kolhapur,Red ,100,40,50,6.0,800,25,DAP
Kolhapur,Red ,105,40,50,6.0,800,25,DAP
Kolhapur,Red ,110,40,50,6.0,800,25,DAP
Kolhapur,Red ,115,40,50,6.0,800,25,DAP
Kolhapur,Red ,120,40,50,6.0,800,25,DAP
Kolhapur,Red ,125,40,50,6.0,800,25,DAP
Kolhapur,Red ,130,40,50,6.0,800,25,DAP
Kolhapur,Red ,135,40,50,6.0,800,25,DAP
Kolhapur,Red ,140,40,50,6.0,800,25,DAP
Kolhapur,Red ,145,40,50,6.0,800,25,DAP
Kolhapur,Red ,150,40,50,6.0,800,25,DAP
Kolhapur,Red ,100,45,55,6.5,900,30,DAP
Kolhapur,Red ,105,45,55,6.5,900,30,DAP
Kolhapur,Red ,110,45,55,6.5,900,30,DAP
Kolhapur,Red ,115,45,55,6.5,900,30,DAP
Kolhapur,Red ,120,45,55,6.5,900,30,DAP
Kolhapur,Red ,125,45,55,6.5,900,30,DAP
Kolhapur,Red ,130,45,55,6.5,900,30,DAP
Kolhapur,Red ,135,45,55,6.5,900,30,DAP
Kolhapur,Red ,140,45,55,6.5,900,30,DAP
Kolhapur,Red ,145,45,55,6.5,900,30,DAP
Kolhapur,Red ,150,45,55,6.5,900,30,DAP
Kolhapur,Red ,100,50,60,7.0,1000,35,DAP
Kolhapur,Red ,105,50,60,7.0,1000,35,DAP
Kolhapur,Red ,110,50,60,7.0,1000,35,DAP
Kolhapur,Red ,115,50,60,7.0,1000,35,DAP
Kolhapur,Red ,120,50,60,7.0,1000,35,DAP
Kolhapur,Red ,125,50,60,7.0,1000,35,DAP
Kolhapur,Red ,130,50,60,7.0,1000,35,DAP
Kolhapur,Red ,135,50,60,7.0,1000,35,DAP
Kolhapur,Red ,140,50,60,7.0,1000,35,DAP
Kolhapur,Red ,145,50,60,7.0,1000,35,DAP
Kolhapur,Red ,150,50,60,7.0,1000,35,DAP
Kolhapur,Red ,100,55,65,7.5,800,25,DAP
Kolhapur,Red ,105,55,65,7.5,800,25,DAP
Kolhapur,Red ,110,55,65,7.5,800,25,DAP
Kolhapur,Red ,115,55,65,7.5,800,25,DAP
Kolhapur,Red ,120,55,65,7.5,800,25,DAP
Kolhapur,Red ,125,55,65,7.5,800,25,DAP
Kolhapur,Red ,130,55,65,7.5,800,25,DAP
Kolhapur,Red ,135,55,65,7.5,800,25,DAP
Kolhapur,Red ,140,55,65,7.5,800,25,DAP
Kolhapur,Red ,145,55,65,7.5,800,25,DAP
Kolhapur,Red ,150,55,65,7.5,800,25,DAP
Kolhapur,Red ,100,60,70,6.0,900,30,DAP
Kolhapur,Red ,105,60,70,6.0,900,30,DAP
Kolhapur,Red ,110,60,70,6.0,900,30,DAP
Kolhapur,Red ,115,60,70,6.0,900,30,DAP
Kolhapur,Red ,120,60,70,6.0,900,30,DAP
Kolhapur,Red ,125,60,70,6.0,900,30,DAP
Kolhapur,Red ,130,60,70,6.0,900,30,DAP
Kolhapur,Red ,135,60,70,6.0,900,30,DAP
Kolhapur,Red ,140,60,70,6.0,900,30,DAP
Kolhapur,Red ,145,60,70,6.0,900,30,DAP
Kolhapur,Red ,150,60,70,6.0,900,30,DAP
Kolhapur,Red ,100,40,75,6.5,1000,35,DAP
Kolhapur,Red ,105,40,75,6.5,1000,35,DAP
Kolhapur,Red ,110,40,75,6.5,1000,35,DAP
Kolhapur,Red ,115,40,75,6.5,1000,35,DAP
Kolhapur,Red ,120,40,75,6.5,1000,35,DAP
Kolhapur,Red ,125,40,75,6.5,1000,35,DAP
Kolhapur,Red ,130,40,75,6.5,1000,35,DAP
Kolhapur,Red ,135,40,75,6.5,1000,35,DAP
Kolhapur,Red ,140,40,75,6.5,1000,35,DAP
Kolhapur,Red ,145,40,75,6.5,1000,35,DAP
Kolhapur,Red ,150,40,75,6.5,1000,35,DAP
Kolhapur,Red ,100,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,105,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,110,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,115,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,120,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,125,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,130,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,135,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,140,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,145,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,150,45,50,6.0,800,25,Magnesium Sulphate
Kolhapur,Red ,100,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,105,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,110,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,115,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,120,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,125,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,130,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,135,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,140,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,145,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,150,50,55,6.5,900,30,Magnesium Sulphate
Kolhapur,Red ,100,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,105,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,110,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,115,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,120,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,125,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,130,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,135,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,140,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,145,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,150,55,60,7.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,100,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,105,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,110,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,115,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,120,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,125,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,130,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,135,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,140,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,145,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,150,60,65,7.5,800,25,Magnesium Sulphate
Kolhapur,Red ,100,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,105,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,110,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,115,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,120,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,125,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,130,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,135,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,140,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,145,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,150,40,70,6.0,900,30,Magnesium Sulphate
Kolhapur,Red ,100,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,105,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,110,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,115,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,120,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,125,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,130,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,135,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,140,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,145,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,150,45,75,6.5,1000,35,Magnesium Sulphate
Kolhapur,Red ,100,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,105,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,110,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,115,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,120,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,125,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,130,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,135,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,140,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,145,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,150,50,50,7.0,800,25,13:32:26 NPK
Kolhapur,Red ,100,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,105,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,110,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,115,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,120,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,125,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,130,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,135,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,140,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,145,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,150,55,55,7.5,900,30,13:32:26 NPK
Kolhapur,Red ,100,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,105,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,110,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,115,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,120,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,125,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,130,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,135,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,140,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,145,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,150,60,60,6.0,1000,35,13:32:26 NPK
Kolhapur,Red ,100,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,105,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,110,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,115,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,120,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,125,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,130,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,135,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,140,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,145,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,150,40,65,6.5,800,25,13:32:26 NPK
Kolhapur,Red ,100,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,105,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,110,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,115,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,120,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,125,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,130,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,135,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,140,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,145,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,150,45,70,7.0,900,30,13:32:26 NPK
Kolhapur,Red ,100,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,105,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,110,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,115,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,120,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,125,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,130,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,135,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,140,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,145,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,150,50,75,7.5,1000,35,13:32:26 NPK
Kolhapur,Red ,100,55,50,6.0,800,25,DAP
Kolhapur,Red ,105,55,50,6.0,800,25,DAP
Kolhapur,Red ,110,55,50,6.0,800,25,DAP
Kolhapur,Red ,115,55,50,6.0,800,25,DAP
Kolhapur,Red ,120,55,50,6.0,800,25,DAP
Kolhapur,Red ,125,55,50,6.0,800,25,DAP
Kolhapur,Red ,130,55,50,6.0,800,25,DAP
Kolhapur,Red ,135,55,50,6.0,800,25,DAP
Kolhapur,Red ,140,55,50,6.0,800,25,DAP
Kolhapur,Red ,145,55,50,6.0,800,25,DAP
Kolhapur,Red ,150,55,50,6.0,800,25,DAP
Kolhapur,Red ,100,60,55,6.5,900,30,DAP
Kolhapur,Red ,105,60,55,6.5,900,30,DAP
Kolhapur,Red ,110,60,55,6.5,900,30,DAP
Kolhapur,Red ,115,60,55,6.5,900,30,DAP
Kolhapur,Red ,120,60,55,6.5,900,30,DAP
Kolhapur,Red ,125,60,55,6.5,900,30,DAP
Kolhapur,Red ,130,60,55,6.5,900,30,DAP
Kolhapur,Red ,135,60,55,6.5,900,30,DAP
Kolhapur,Red ,140,60,55,6.5,900,30,DAP
Kolhapur,Red ,145,60,55,6.5,900,30,DAP
Kolhapur,Red ,150,60,55,6.5,900,30,DAP
Kolhapur,Red ,100,40,60,7.0,1000,35,DAP
Kolhapur,Red ,105,40,60,7.0,1000,35,DAP
Kolhapur,Red ,110,40,60,7.0,1000,35,DAP
Kolhapur,Red ,115,40,60,7.0,1000,35,DAP
Kolhapur,Red ,120,40,60,7.0,1000,35,DAP
Kolhapur,Red ,125,40,60,7.0,1000,35,DAP
Kolhapur,Red ,130,40,60,7.0,1000,35,DAP
Kolhapur,Red ,135,40,60,7.0,1000,35,DAP
Kolhapur,Red ,140,40,60,7.0,1000,35,DAP
Kolhapur,Red ,145,40,60,7.0,1000,35,DAP
Kolhapur,Red ,150,40,60,7.0,1000,35,DAP
Kolhapur,Red ,100,45,65,7.5,800,25,DAP
Kolhapur,Red ,105,45,65,7.5,800,25,DAP
Kolhapur,Red ,110,45,65,7.5,800,25,DAP
Kolhapur,Red ,115,45,65,7.5,800,25,DAP
Kolhapur,Red ,120,45,65,7.5,800,25,DAP
Kolhapur,Red ,125,45,65,7.5,800,25,DAP
Kolhapur,Red ,130,45,65,7.5,800,25,DAP
Kolhapur,Red ,135,45,65,7.5,800,25,DAP
Kolhapur,Red ,140,45,65,7.5,800,25,DAP
Kolhapur,Red ,145,45,65,7.5,800,25,DAP
Kolhapur,Red ,150,45,65,7.5,800,25,DAP
Kolhapur,Red ,100,50,70,6.0,900,30,DAP
Kolhapur,Red ,105,50,70,6.0,900,30,DAP
Kolhapur,Red ,110,50,70,6.0,900,30,DAP
Kolhapur,Red ,115,50,70,6.0,900,30,DAP
Kolhapur,Red ,120,50,70,6.0,900,30,DAP
Kolhapur,Red ,125,50,70,6.0,900,30,DAP
Kolhapur,Red ,130,50,70,6.0,900,30,DAP
Kolhapur,Red ,135,50,70,6.0,900,30,DAP
Kolhapur,Red ,140,50,70,6.0,900,30,DAP
Kolhapur,Red ,145,50,70,6.0,900,30,DAP
Kolhapur,Red ,150,50,70,6.0,900,30,DAP
Kolhapur,Red ,100,55,75,6.5,1000,35,DAP
Kolhapur,Red ,105,55,75,6.5,1000,35,DAP
Kolhapur,Red ,110,55,75,6.5,1000,35,DAP
Kolhapur,Red ,115,55,75,6.5,1000,35,DAP
Kolhapur,Red ,120,55,75,6.5,1000,35,DAP
Kolhapur,Red ,125,55,75,6.5,1000,35,DAP
Kolhapur,Red ,130,55,75,6.5,1000,35,DAP
Kolhapur,Red ,135,55,75,6.5,1000,35,DAP
Kolhapur,Red ,140,55,75,6.5,1000,35,DAP
Kolhapur,Red ,145,55,75,6.5,1000,35,DAP
Kolhapur,Red ,150,55,75,6.5,1000,35,DAP
Kolhapur,Red ,100,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,105,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,110,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,115,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,120,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,125,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,130,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,135,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,140,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,145,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,150,60,50,7.0,800,25,Magnesium Sulphate
Kolhapur,Red ,100,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,105,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,110,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,115,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,120,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,125,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,130,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,135,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,140,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,145,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,150,40,55,7.5,900,30,Magnesium Sulphate
Kolhapur,Red ,100,45,60,6.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,105,45,60,6.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,110,45,60,6.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,115,45,60,6.0,1000,35,Magnesium Sulphate
Kolhapur,Red ,120,45,60,6.0,1000,35,Magnesium Sulphate
